respondent_id,frame,wave,survey_month,state,income_bracket,provider_setting,open_response_text
R01149,provider,2,February 2024,AL,,family_home,"I am overwhelmed balancing paperwork, families, and the classroom without relief. Scheduling constraints force us to close early when multiple people call out. Affordability pressures mean delays in payments and tighter margins for the program."
R01150,household,1,January 2024,NC,30-60k,,"Childcare remains unaffordable, forcing us to take turns missing work. We were told staffing shortages limit the program to part-week care. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve."
R01151,household,3,March 2024,NY,<30k,,"We cannot afford reliable care when costs rise faster than wages. I miss work every time care falls through, and my employer is losing patience. We have been on a childcare waitlist for months after our center closed."
R01152,household,1,January 2024,GA,>100k,,"No slots open when my shifts change, so reliable childcare access feels impossible."
R01153,household,1,January 2024,IL,<30k,,We cannot afford reliable care when costs rise faster than wages. We were told staffing shortages limit the program to part-week care.
R01154,household,1,January 2024,OH,60-100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. Finding after-school care is a battle every semester, and options keep shrinking."
R01155,household,3,March 2024,OH,60-100k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart."
R01156,provider,1,January 2024,NJ,,after_school,Coordinating staggered shifts with limited staff feels impossible.
R01157,provider,1,January 2024,WA,,family_home,"I see children coming in hungry, and our program scrambles to cover snacks."
R01158,household,1,January 2024,AL,<30k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Short staffing means inconsistent caregivers and unpredictable schedules for us. I water down meals for the kids when food runs low after rent and child care.
R01159,provider,3,March 2024,PA,,center,"Open positions stay vacant, forcing us to cap enrollment and reduce hours. I am juggling second jobs because enrollment swings disrupt my own employment stability. Keeping care affordable while paying staff fairly is nearly impossible."
R01160,household,1,January 2024,MA,>100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. My split shift schedule never aligns with the center's hours, so coverage falls apart. No slots open when my shifts change, so reliable childcare access feels impossible."
R01161,household,2,February 2024,TX,<30k,,We were told staffing shortages limit the program to part-week care. My hours were cut after too many schedule changes driven by childcare gaps. Food insecurity is creeping back—we rely on the pantry between paychecks.
R01162,household,2,February 2024,AL,30-60k,,We were told staffing shortages limit the program to part-week care. We cannot afford reliable care when costs rise faster than wages.
R01163,household,2,February 2024,AZ,30-60k,,"I miss work every time care falls through, and my employer is losing patience."
R01164,household,1,January 2024,WA,<30k,,"We stretch groceries and sometimes skip meals so tuition can stay current. Weekend work is non-negotiable, but there is no evening care anywhere nearby. Tuition and fees are too expensive; every increase means cutting groceries."
R01165,household,1,January 2024,AZ,60-100k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart."
R01166,provider,3,March 2024,AL,,center,Operating costs skyrocket but families cannot absorb more tuition.
R01167,provider,3,March 2024,WA,,center,"Our center closed classrooms temporarily, so neighborhood access evaporated."
R01168,household,2,February 2024,WA,<30k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. We have been on a childcare waitlist for months after our center closed. Short staffing means inconsistent caregivers and unpredictable schedules for us."
R01169,provider,3,March 2024,CA,,family_home,"Our center closed classrooms temporarily, so neighborhood access evaporated."
R01170,household,1,January 2024,AZ,<30k,,"No slots open when my shifts change, so reliable childcare access feels impossible."
R01171,provider,3,March 2024,NY,,after_school,Families want more slots than we can offer; access breaks down when staff call out. Managing constant schedule changes with too few people is crushing my mental health.
R01172,household,2,February 2024,FL,30-60k,,Short staffing means inconsistent caregivers and unpredictable schedules for us.
R01173,household,2,February 2024,IL,<30k,,We were told staffing shortages limit the program to part-week care. Food insecurity is creeping back—we rely on the pantry between paychecks. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.
R01174,household,3,March 2024,NC,60-100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours."
R01175,household,1,January 2024,WA,30-60k,,My hours were cut after too many schedule changes driven by childcare gaps.
R01176,provider,2,February 2024,OH,,family_home,"I see children coming in hungry, and our program scrambles to cover snacks."
R01177,household,2,February 2024,AZ,<30k,,Short staffing means inconsistent caregivers and unpredictable schedules for us.
R01178,household,3,March 2024,MI,<30k,,"I water down meals for the kids when food runs low after rent and child care. No slots open when my shifts change, so reliable childcare access feels impossible. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping."
R01179,household,2,February 2024,TX,30-60k,,"Childcare remains unaffordable, forcing us to take turns missing work. I feel burned out every week trying to cover shifts and still be a present parent. Employment keeps getting disrupted when I have to leave early for pickups."
R01180,household,2,February 2024,NJ,<30k,,Employment keeps getting disrupted when I have to leave early for pickups.
R01181,household,2,February 2024,CT,>100k,,"We stretch groceries and sometimes skip meals so tuition can stay current. We were told staffing shortages limit the program to part-week care. Weekend work is non-negotiable, but there is no evening care anywhere nearby."
