respondent_id,frame,wave,survey_month,state,income_bracket,provider_setting,open_response_text,cleaned_text,themes
R00900,household,3,March 2024,WA,30-60k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. We stretch groceries and sometimes skip meals so tuition can stay current.",my split shift schedule never aligns center s hours so coverage falls apart stress juggling work caregiving overwhelming my mental health keeps slipping stretch groceries sometimes skip meals so tuition can stay current,AFFORDABILITY|EMPLOYMENT_DISRUPTION|FOOD_INSECURITY|SCHEDULING_CONSTRAINTS|STRESS_BURNOUT
R00901,provider,2,February 2024,AZ,,center,Staff and I are emotionally drained; burnout is spreading across the team. Food budgets for the program are maxed out while families ask for extra meals. Affordability pressures mean delays in payments and tighter margins for the program.,staff i emotionally drained burnout spreading across team food budgets program maxed out while families ask extra meals affordability pressures mean delays payments tighter margins program,AFFORDABILITY|FOOD_INSECURITY
R00902,household,1,January 2024,NJ,60-100k,,"I miss work every time care falls through, and my employer is losing patience.",i miss work every time care falls through my employer losing patience,EMPLOYMENT_DISRUPTION
R00903,provider,3,March 2024,CO,,family_home,"I am overwhelmed balancing paperwork, families, and the classroom without relief.",i am overwhelmed balancing paperwork families classroom without relief,STRESS_BURNOUT
R00904,household,1,January 2024,MA,>100k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. My hours were cut after too many schedule changes driven by childcare gaps.,stress juggling work caregiving overwhelming my mental health keeps slipping my hours were cut after too many schedule changes driven childcare gaps,SCHEDULING_CONSTRAINTS|STRESS_BURNOUT
R00905,household,2,February 2024,AL,>100k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. Short staffing means inconsistent caregivers and unpredictable schedules for us. Childcare remains unaffordable, forcing us to take turns missing work.",weekend work non negotiable but there no evening care anywhere nearby short staffing means inconsistent caregivers unpredictable schedules us childcare remains unaffordable forcing us take turns missing work,AFFORDABILITY|SCHEDULING_CONSTRAINTS
R00906,household,3,March 2024,NJ,<30k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. I water down meals for the kids when food runs low after rent and child care. We have been on a childcare waitlist for months after our center closed.,coordinating schedules my partner provider weekly puzzle rarely solve i water down meals kids when food runs low after rent child care have been childcare waitlist months after our center closed,CHILDCARE_ACCESS|SCHEDULING_CONSTRAINTS
R00907,household,1,January 2024,MI,<30k,,My hours were cut after too many schedule changes driven by childcare gaps.,my hours were cut after too many schedule changes driven childcare gaps,SCHEDULING_CONSTRAINTS
R00908,household,2,February 2024,NC,>100k,,"I feel burned out every week trying to cover shifts and still be a present parent. No slots open when my shifts change, so reliable childcare access feels impossible.",i feel burned out every week trying cover shifts still present parent no slots open when my shifts change so reliable childcare access feels impossible,CHILDCARE_ACCESS|EMPLOYMENT_DISRUPTION|STRESS_BURNOUT
R00909,provider,1,January 2024,NC,,center,"I am overwhelmed balancing paperwork, families, and the classroom without relief. Operating costs skyrocket but families cannot absorb more tuition.",i am overwhelmed balancing paperwork families classroom without relief operating costs skyrocket but families cannot absorb more tuition,AFFORDABILITY|STRESS_BURNOUT
R00910,household,1,January 2024,WA,<30k,,We cannot afford reliable care when costs rise faster than wages. Food insecurity is creeping back—we rely on the pantry between paychecks.,cannot afford reliable care when costs rise faster than wages food insecurity creeping back rely pantry between paychecks,AFFORDABILITY|FOOD_INSECURITY
R00911,household,1,January 2024,CT,30-60k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Employment keeps getting disrupted when I have to leave early for pickups.",my partner i exhausted constantly anxious about childcare collapsing last minute employment keeps getting disrupted when i have leave early pickups,EMPLOYMENT_DISRUPTION|STRESS_BURNOUT
R00912,household,1,January 2024,CO,>100k,,"Employment keeps getting disrupted when I have to leave early for pickups. No slots open when my shifts change, so reliable childcare access feels impossible. We were told staffing shortages limit the program to part-week care.",employment keeps getting disrupted when i have leave early pickups no slots open when my shifts change so reliable childcare access feels impossible were told staffing shortages limit program part week care,CHILDCARE_ACCESS|EMPLOYMENT_DISRUPTION
R00913,provider,2,February 2024,GA,,center,"Families tell me they face food insecurity, and we set up snack pantries in the classroom. Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. Keeping care affordable while paying staff fairly is nearly impossible.",families tell me they face food insecurity set up snack pantries classroom families need nights weekend coverage but cannot stretch schedules without burning out staff keeping care affordable while paying staff fairly nearly impossible,AFFORDABILITY|FOOD_INSECURITY|SCHEDULING_CONSTRAINTS
R00914,household,1,January 2024,NC,30-60k,,We cannot afford reliable care when costs rise faster than wages.,cannot afford reliable care when costs rise faster than wages,AFFORDABILITY
R00915,provider,1,January 2024,NY,,family_home,Staff and I are emotionally drained; burnout is spreading across the team. Keeping care affordable while paying staff fairly is nearly impossible.,staff i emotionally drained burnout spreading across team keeping care affordable while paying staff fairly nearly impossible,AFFORDABILITY
R00916,household,1,January 2024,NC,60-100k,,I water down meals for the kids when food runs low after rent and child care.,i water down meals kids when food runs low after rent child care,
R00917,household,2,February 2024,FL,60-100k,,We stretch groceries and sometimes skip meals so tuition can stay current.,stretch groceries sometimes skip meals so tuition can stay current,AFFORDABILITY|FOOD_INSECURITY
R00918,household,3,March 2024,NC,<30k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.,coordinating schedules my partner provider weekly puzzle rarely solve,SCHEDULING_CONSTRAINTS
R00919,household,2,February 2024,NJ,<30k,,"Childcare remains unaffordable, forcing us to take turns missing work. My split shift schedule never aligns with the center's hours, so coverage falls apart. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",childcare remains unaffordable forcing us take turns missing work my split shift schedule never aligns center s hours so coverage falls apart my partner i exhausted constantly anxious about childcare collapsing last minute,AFFORDABILITY|EMPLOYMENT_DISRUPTION|SCHEDULING_CONSTRAINTS|STRESS_BURNOUT
R00920,provider,2,February 2024,PA,,center,"I am overwhelmed balancing paperwork, families, and the classroom without relief.",i am overwhelmed balancing paperwork families classroom without relief,STRESS_BURNOUT
R00921,provider,1,January 2024,PA,,informal,Affordability pressures mean delays in payments and tighter margins for the program. I am juggling second jobs because enrollment swings disrupt my own employment stability.,affordability pressures mean delays payments tighter margins program i am juggling second jobs because enrollment swings disrupt my own employment stability,AFFORDABILITY|EMPLOYMENT_DISRUPTION
