respondent_id,frame,wave,survey_month,state,income_bracket,provider_setting,open_response_text,cleaned_text,themes,AFFORDABILITY,CHILDCARE_ACCESS,EMPLOYMENT_DISRUPTION,FOOD_INSECURITY,PROVIDER_STAFF_SHORTAGE,SCHEDULING_CONSTRAINTS,STRESS_BURNOUT
R01206,household,2,February 2024,WA,60-100k,,"Finding after-school care is a battle every semester, and options keep shrinking.",finding after school care battle every semester options keep shrinking,['CHILDCARE_ACCESS'],True,True,True,False,False,False,False
R01207,household,1,January 2024,PA,>100k,,"Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",coordinating schedules my partner provider weekly puzzle rarely solve my partner i exhausted constantly anxious about childcare collapsing last minute,"['SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,True,False,False,False,True,True
R01208,provider,1,January 2024,GA,,family_home,Operating costs skyrocket but families cannot absorb more tuition. Scheduling constraints force us to close early when multiple people call out.,operating costs skyrocket but families cannot absorb more tuition scheduling constraints force us close early when multiple people call out,['AFFORDABILITY'],True,False,False,True,False,False,False
R01209,household,3,March 2024,CA,<30k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart.",my split shift schedule never aligns center s hours so coverage falls apart,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,False,True,False,False,True,False
R01210,provider,3,March 2024,TX,,family_home,"Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff.",families need nights weekend coverage but cannot stretch schedules without burning out staff,['SCHEDULING_CONSTRAINTS'],False,False,False,False,False,True,False
R01211,household,1,January 2024,CT,60-100k,,I feel burned out every week trying to cover shifts and still be a present parent. Employment keeps getting disrupted when I have to leave early for pickups. Tuition and fees are too expensive; every increase means cutting groceries.,i feel burned out every week trying cover shifts still present parent employment keeps getting disrupted when i have leave early pickups tuition fees too expensive every increase means cutting groceries,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION', 'FOOD_INSECURITY', 'STRESS_BURNOUT']",True,False,True,True,False,False,True
R01212,provider,1,January 2024,GA,,family_home,"Scheduling constraints force us to close early when multiple people call out. Staff juggle multiple jobs, and every disruption ripples through coverage.",scheduling constraints force us close early when multiple people call out staff juggle multiple jobs every disruption ripples through coverage,[],False,False,False,False,False,False,False
R01213,household,2,February 2024,OH,<30k,,"I miss work every time care falls through, and my employer is losing patience. Our center says classrooms merge because of staff shortages, leaving fewer hours.",i miss work every time care falls through my employer losing patience our center says classrooms merge because staff shortages leaving fewer hours,['EMPLOYMENT_DISRUPTION'],False,False,True,False,False,False,False
R01214,household,2,February 2024,MI,30-60k,,Short staffing means inconsistent caregivers and unpredictable schedules for us.,short staffing means inconsistent caregivers unpredictable schedules us,['SCHEDULING_CONSTRAINTS'],False,False,False,False,False,True,False
R01215,household,2,February 2024,CA,>100k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart.",my split shift schedule never aligns center s hours so coverage falls apart,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,False,True,False,True,True,False
R01216,household,2,February 2024,CO,<30k,,We cannot afford reliable care when costs rise faster than wages.,cannot afford reliable care when costs rise faster than wages,['AFFORDABILITY'],True,False,False,True,False,False,False
R01217,provider,3,March 2024,NY,,center,Coordinating staggered shifts with limited staff feels impossible.,coordinating staggered shifts limited staff feels impossible,['EMPLOYMENT_DISRUPTION'],False,False,True,False,False,False,False
R01218,household,2,February 2024,NC,<30k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.",weekend work non negotiable but there no evening care anywhere nearby stress juggling work caregiving overwhelming my mental health keeps slipping,"['SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,True,True,False,False,True,True
R01219,household,2,February 2024,TX,60-100k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. We have been on a childcare waitlist for months after our center closed. My hours were cut after too many schedule changes driven by childcare gaps.",my partner i exhausted constantly anxious about childcare collapsing last minute have been childcare waitlist months after our center closed my hours were cut after too many schedule changes driven childcare gaps,"['CHILDCARE_ACCESS', 'SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,True,False,False,False,True,True
R01220,household,2,February 2024,PA,<30k,,We stretch groceries and sometimes skip meals so tuition can stay current. Short staffing means inconsistent caregivers and unpredictable schedules for us.,stretch groceries sometimes skip meals so tuition can stay current short staffing means inconsistent caregivers unpredictable schedules us,"['AFFORDABILITY', 'FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS']",False,False,False,True,False,True,False
R01221,household,2,February 2024,CT,<30k,,I feel burned out every week trying to cover shifts and still be a present parent.,i feel burned out every week trying cover shifts still present parent,"['EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",True,False,True,False,False,False,True
R01222,provider,1,January 2024,NJ,,family_home,"Open positions stay vacant, forcing us to cap enrollment and reduce hours. Families want more slots than we can offer; access breaks down when staff call out.",open positions stay vacant forcing us cap enrollment reduce hours families want more slots than can offer access breaks down when staff call out,[],False,False,False,False,False,False,False
R01223,household,1,January 2024,FL,30-60k,,Employment keeps getting disrupted when I have to leave early for pickups. Short staffing means inconsistent caregivers and unpredictable schedules for us.,employment keeps getting disrupted when i have leave early pickups short staffing means inconsistent caregivers unpredictable schedules us,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,False,True,False,False,True,False
R01224,household,3,March 2024,CA,<30k,,We were told staffing shortages limit the program to part-week care.,were told staffing shortages limit program part week care,[],False,False,False,False,False,False,False
R01225,provider,3,March 2024,TX,,center,"Open positions stay vacant, forcing us to cap enrollment and reduce hours.",open positions stay vacant forcing us cap enrollment reduce hours,[],False,False,False,False,True,False,False
R01226,provider,2,February 2024,FL,,center,"I am overwhelmed balancing paperwork, families, and the classroom without relief. Coordinating staggered shifts with limited staff feels impossible.",i am overwhelmed balancing paperwork families classroom without relief coordinating staggered shifts limited staff feels impossible,"['EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",False,False,True,False,False,False,True
R01227,household,2,February 2024,MI,30-60k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. We cannot afford reliable care when costs rise faster than wages.",my split shift schedule never aligns center s hours so coverage falls apart cannot afford reliable care when costs rise faster than wages,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",True,False,True,True,False,True,False
